Slug,Difficulty,Paid
maximum-number-of-moves-in-a-grid,Medium,False
count-the-number-of-complete-components,Medium,False
neighboring-bitwise-xor,Medium,False
find-the-losers-of-the-circular-game,Easy,False
call-function-with-custom-context,Medium,False
counter-ii,Easy,False
design-cancellable-function,Hard,False
movement-of-robots,Medium,False
find-the-longest-semi-repetitive-substring,Medium,False
semi-ordered-permutation,Easy,False
power-of-heroes,Hard,False
nested-array-generator,Medium,False
convert-callback-based-function-to-promise-based-function,Medium,True
undefined-to-null,Medium,True
make-costs-of-paths-equal-in-a-binary-tree,Medium,False
number-of-adjacent-elements-with-the-same-color,Medium,False
frequency-tracker,Medium,False
find-the-distinct-difference-array,Easy,False
make-object-immutable,Medium,True
generate-fibonacci-sequence,Easy,False
differences-between-two-objects,Medium,True
immutability-helper,Hard,True
infinite-method-object,Easy,True
throttle,Medium,True
bind-function-to-context,Medium,True
array-of-objects-to-matrix,Hard,True
array-upper-bound,Easy,True
maximum-sum-with-exactly-k-elements,Easy,False
find-the-prefix-common-array-of-two-arrays,Medium,False
make-array-empty,Hard,False
maximum-number-of-fish-in-a-grid,Medium,False
cache-with-time-limit,Medium,False
array-reduce-transformation,Easy,False
snail-traversal,Medium,False
flatten-deeply-nested-array,Medium,False
check-if-object-instance-of-class,Medium,False
count-of-integers,Hard,False
buy-two-chocolates,Easy,False
extra-characters-in-a-string,Medium,False
maximum-strength-of-a-group,Medium,False
minimum-number-of-operations-to-make-all-array-elements-equal-to-1,Medium,False
sum-multiples,Easy,False
sliding-subarray-beauty,Medium,False
promise-pool,Medium,True
promise-time-limit,Medium,False
calculate-delayed-arrival-time,Easy,False
apply-transform-over-each-element-in-array,Easy,False
filter-elements-from-array,Easy,False
convert-object-to-json-string,Medium,True
memoize-ii,Hard,False
debounce,Medium,False
group-by,Medium,False
function-composition,Easy,False
curry,Medium,True
minimize-the-total-price-of-the-trips,Hard,False
count-the-number-of-k-free-subsets,Medium,True
row-with-maximum-ones,Easy,False
minimum-additions-to-make-valid-string,Medium,False
json-deep-equal,Medium,True
array-prototype-last,Easy,False
sleep,Easy,False
counter,Easy,False
memoize,Medium,False
maximum-or,Medium,False
minimum-operations-to-make-numbers-non-positive,Hard,True
sum-in-a-matrix,Medium,False
number-of-senior-citizens,Easy,False
minimum-reverse-operations,Hard,False
mice-and-cheese,Medium,False
convert-an-array-into-a-2d-array-with-conditions,Medium,False
find-the-longest-balanced-substring-of-a-binary-string,Easy,False
prime-in-diagonal,Easy,False
sum-of-distances,Medium,False
minimize-the-maximum-difference-of-pairs,Medium,False
beautiful-pairs,Hard,True
minimum-operations-to-make-all-array-elements-equal,Medium,False
collect-coins-in-a-tree,Hard,False
prime-subtraction-operation,Medium,False
k-items-with-the-maximum-sum,Easy,False
left-and-right-sum-differences,Easy,False
find-the-divisibility-array-of-a-string,Medium,False
find-the-maximum-number-of-marked-indices,Medium,False
minimum-time-to-visit-a-cell-in-a-grid,Hard,False
minimum-operations-to-reduce-an-integer-to-0,Medium,False
count-the-number-of-square-free-subsets,Medium,False
find-the-string-with-lcp,Hard,False
merge-two-2d-arrays-by-summing-values,Easy,False
minimum-score-by-changing-two-elements,Medium,False
minimum-impossible-or,Medium,False
maximum-difference-by-remapping-a-digit,Easy,False
handling-sum-queries-after-update,Hard,False
maximum-number-of-integers-to-choose-from-a-range-ii,Medium,True
subsequence-with-the-minimum-score,Hard,False
substring-xor-queries,Medium,False
count-the-number-of-fair-pairs,Medium,False
find-the-array-concatenation-value,Easy,False
minimum-number-of-visited-cells-in-a-grid,Hard,False
the-number-of-beautiful-subsets,Medium,False
find-score-of-an-array-after-marking-all-elements,Medium,False
find-the-maximum-divisibility-score,Easy,False
maximum-price-to-fill-a-bag,Medium,True
take-gifts-from-the-richest-pile,Easy,False
count-vowel-strings-in-ranges,Medium,False
house-robber-iv,Medium,False
rearranging-fruits,Hard,False
design-a-todo-list,Medium,True
lexicographically-smallest-beautiful-string,Hard,False
minimum-cost-of-a-path-with-special-roads,Medium,False
first-completely-painted-row-or-column,Medium,False
determine-the-winner-of-a-bowling-game,Easy,False
count-the-number-of-good-subsequences,Medium,True
count-increasing-quadruplets,Hard,False
put-marbles-in-bags,Hard,False
count-collisions-of-monkeys-on-a-polygon,Medium,False
count-distinct-numbers-on-board,Easy,False
design-graph-with-shortest-path-calculator,Hard,False
cousins-in-binary-tree-ii,Medium,False
find-the-score-of-all-prefixes-of-an-array,Medium,False
find-the-width-of-columns-of-a-grid,Easy,False
make-the-prefix-sum-non-negative,Medium,True
maximize-win-from-two-segments,Medium,False
number-of-good-binary-strings,Medium,True
shortest-cycle-in-a-graph,Hard,False
make-k-subarray-sums-equal,Medium,False
find-the-substring-with-maximum-cost,Medium,False
form-smallest-number-from-two-digit-arrays,Easy,False
maximum-frequency-score-of-a-subarray,Hard,True
minimum-time-to-eat-all-grains,Hard,True
minimum-time-to-repair-cars,Medium,False
maximize-greatness-of-an-array,Medium,False
distribute-money-to-maximum-children,Easy,False
check-knight-tour-configuration,Medium,False
smallest-missing-non-negative-integer-after-operations,Medium,False
number-of-even-and-odd-bits,Easy,False
count-the-number-of-k-big-indices,Hard,True
minimum-time-to-complete-all-tasks,Hard,False
count-the-number-of-beautiful-subarrays,Medium,False
rearrange-array-to-maximize-prefix-score,Medium,False
count-the-number-of-vowel-strings-in-range,Easy,False
check-if-there-is-a-path-with-equal-number-of-0s-and-1s,Medium,True
count-number-of-possible-root-nodes,Hard,False
count-ways-to-group-overlapping-ranges,Medium,False
split-with-minimum-sum,Easy,False
count-total-number-of-colored-cells,Medium,False
number-of-ways-to-earn-points,Hard,False
split-the-array-to-make-coprime-products,Hard,False
kth-largest-sum-in-a-binary-tree,Medium,False
pass-the-pillow,Easy,False
bitwise-or-of-all-subsequence-sums,Medium,True
concatenate-the-name-and-the-profession,Easy,True
time-to-cross-a-bridge,Hard,False
disconnect-path-in-a-binary-matrix-by-at-most-one-flip,Medium,False
maximum-number-of-integers-to-choose-from-a-range-i,Medium,False
separate-the-digits-in-an-array,Easy,False
number-of-subarrays-having-even-product,Medium,True
merge-overlapping-events-in-the-same-hall,Hard,True
maximum-subsequence-score,Medium,False
check-if-point-is-reachable,Hard,False
minimum-common-value,Easy,False
minimum-cost-to-split-an-array,Hard,False
apply-bitwise-operations-to-make-strings-equal,Medium,False
sort-the-students-by-their-kth-score,Medium,False
alternating-digit-sum,Easy,False
number-of-substrings-with-fixed-ratio,Medium,True
minimize-the-maximum-of-two-arrays,Medium,False
difference-between-maximum-and-minimum-price-sum,Hard,False
count-the-number-of-good-subarrays,Medium,False
increment-submatrices-by-one,Medium,False
difference-between-element-sum-and-digit-sum-of-an-array,Easy,False
maximum-xor-of-two-non-overlapping-subtrees,Hard,True
form-a-chemical-bond,Easy,True
find-xor-beauty-of-array,Medium,False
find-consecutive-integers-from-a-data-stream,Medium,False
categorize-box-according-to-criteria,Easy,False
maximize-the-minimum-powered-city,Hard,False
time-taken-to-cross-the-door,Hard,True
maximal-score-after-applying-k-operations,Medium,False
make-number-of-distinct-characters-equal,Medium,False
maximum-count-of-positive-integer-and-negative-integer,Easy,False
customers-with-strictly-increasing-purchases,Hard,True
minimum-cost-to-buy-apples,Medium,True
closest-prime-numbers-in-range,Medium,False
distinct-prime-factors-of-product-of-array,Medium,False
count-the-digits-that-divide-a-number,Easy,False
minimum-subarrays-in-a-valid-split,Medium,True
difference-between-ones-and-zeros-in-row-and-column,Medium,False
count-anagrams,Hard,False
minimum-operations-to-make-array-equal-ii,Medium,False
reward-top-k-students,Medium,False
maximum-enemy-forts-that-can-be-captured,Easy,False
number-of-great-partitions,Hard,False
maximum-tastiness-of-candy-basket,Medium,False
take-k-of-each-character-from-left-and-right,Medium,False
shortest-distance-to-target-string-in-a-circular-array,Easy,False
cycle-length-queries-in-a-tree,Hard,False
add-edges-to-make-degrees-of-all-nodes-even,Hard,False
smallest-value-after-replacing-with-sum-of-prime-factors,Medium,False
count-pairs-of-similar-strings,Easy,False
number-of-distinct-binary-strings-after-applying-operations,Medium,True
minimum-total-cost-to-make-arrays-unequal,Hard,False
frog-jump-ii,Medium,False
maximum-star-sum-of-a-graph,Medium,False
maximum-value-of-a-string-in-an-array,Easy,False
maximum-number-of-points-from-grid-queries,Hard,False
design-memory-allocator,Medium,False
longest-square-streak-in-an-array,Medium,False
delete-greatest-value-in-each-row,Easy,False
number-of-nodes-with-value-one,Medium,True
divide-nodes-into-the-maximum-number-of-groups,Hard,False
minimum-score-of-a-path-between-two-cities,Medium,False
divide-players-into-teams-of-equal-skill,Medium,False
circular-sentence,Easy,False
minimum-split-into-subarrays-with-gcd-greater-than-one,Medium,True
count-palindromic-subsequences,Hard,False
minimum-penalty-for-a-shop,Medium,False
minimum-cuts-to-divide-a-circle,Easy,False
count-subarrays-with-median-k,Hard,False
remove-nodes-from-linked-list,Medium,False
append-characters-to-string-to-make-subsequence,Medium,False
find-the-pivot-integer,Easy,False
maximize-total-tastiness-of-purchased-fruits,Medium,True
number-of-beautiful-partitions,Hard,False
minimum-fuel-cost-to-report-to-the-capital,Medium,False
closest-nodes-queries-in-a-binary-search-tree,Medium,False
number-of-unequal-triplets-in-array,Easy,False
merge-operations-to-turn-array-into-a-palindrome,Medium,True
most-profitable-path-in-a-tree,Medium,False
split-message-based-on-limit,Hard,False
count-ways-to-build-good-strings,Medium,False
number-of-distinct-averages,Easy,False
closest-fair-integer,Medium,True
maximum-number-of-non-overlapping-palindrome-substrings,Hard,False
minimum-number-of-operations-to-sort-a-binary-tree-by-level,Medium,False
number-of-subarrays-with-lcm-equal-to-k,Medium,False
convert-the-temperature,Easy,False
design-sql,Medium,True
minimum-total-distance-traveled,Hard,False
total-cost-to-hire-k-workers,Medium,False
maximum-sum-of-distinct-subarrays-with-length-k,Medium,False
apply-operations-to-an-array,Easy,False
words-within-two-edits-of-dictionary,Medium,False
next-greater-element-iv,Hard,False
destroy-sequential-targets,Medium,False
odd-string-difference,Easy,False
number-of-subarrays-with-gcd-equal-to-k,Medium,False
height-of-binary-tree-after-subtree-removal-queries,Hard,False
minimum-addition-to-make-integer-beautiful,Medium,False
most-popular-video-creator,Medium,False
average-value-of-even-numbers-that-are-divisible-by-three,Easy,False
sum-of-number-and-its-reverse,Medium,False
color-the-triangle-red,Hard,True
minimum-number-of-operations-to-make-arrays-similar,Hard,False
minimum-cost-to-make-array-equal,Hard,False
minimum-time-to-kill-all-monsters,Hard,True
determine-if-two-events-have-conflict,Easy,False
count-strictly-increasing-subarrays,Medium,True
employees-with-deductions,Medium,True
bitwise-xor-of-all-pairings,Medium,False
remove-letter-to-equalize-frequency,Easy,False
create-components-with-same-value,Hard,False
minimize-maximum-of-array,Medium,False
range-product-queries-of-powers,Medium,False
number-of-valid-clock-times,Easy,False
count-subarrays-with-fixed-bounds,Hard,False
longest-increasing-subsequence-ii,Hard,False
count-number-of-distinct-integers-after-reverse-operations,Medium,False
largest-positive-integer-that-exists-with-its-negative,Easy,False
change-null-values-in-a-table-to-the-previous-value,Medium,True
median-of-a-row-wise-sorted-matrix,Medium,True
paths-in-matrix-whose-sum-is-divisible-by-k,Hard,False
using-a-robot-to-print-the-lexicographically-smallest-string,Medium,False
find-the-original-array-of-prefix-xor,Medium,False
the-employee-that-worked-on-the-longest-task,Easy,False
choose-edges-to-maximize-score-in-a-tree,Medium,True
sort-the-olympic-table,Easy,True
calculate-the-influence-of-each-salesperson,Medium,True
number-of-pairs-satisfying-inequality,Hard,False
longest-uploaded-prefix,Medium,False
partition-string-into-substrings-with-values-at-most-k,Medium,False
maximum-deletions-on-a-string,Hard,False
minimize-xor,Medium,False
maximum-sum-of-an-hourglass,Medium,False
number-of-common-factors,Easy,False
minimize-maximum-value-in-a-grid,Hard,True
number-of-good-paths,Hard,False
find-all-good-indices,Medium,False
longest-subarray-with-maximum-bitwise-and,Medium,False
sort-the-people,Easy,False
generate-the-invoice,Hard,True
minimum-costs-using-the-train-line,Hard,True
minimum-money-required-before-transactions,Hard,False
smallest-subarrays-with-maximum-bitwise-or,Medium,False
maximum-matching-of-players-with-trainers,Medium,False
count-days-spent-together,Easy,False
number-of-unique-subjects-taught-by-each-teacher,Easy,False
sum-of-prefix-scores-of-strings,Hard,False
reverse-odd-levels-of-binary-tree,Medium,False
length-of-the-longest-alphabetical-continuous-substring,Medium,False
smallest-even-multiple,Easy,False
maximum-number-of-books-you-can-take,Hard,True
sort-array-by-moving-items-to-empty-space,Hard,True
divide-intervals-into-minimum-number-of-groups,Medium,False
optimal-partition-of-string,Medium,False
most-frequent-even-element,Easy,False
finding-the-number-of-visible-mountains,Medium,True
compute-the-rank-as-a-percentage,Medium,True
task-scheduler-ii,Medium,False
maximum-rows-covered-by-columns,Medium,False
strictly-palindromic-number,Medium,False
find-subarrays-with-equal-sum,Easy,False
meeting-rooms-iii,Hard,False
longest-nice-subarray,Medium,False
number-of-ways-to-reach-a-position-after-exactly-k-steps,Medium,False
check-distances-between-same-letters,Easy,False
largest-palindromic-number,Medium,False
minimum-adjacent-swaps-to-make-a-valid-array,Medium,True
max-sum-of-a-pair-with-equal-sum-of-digits,Medium,False
build-a-matrix-with-conditions,Hard,False
minimum-amount-of-time-to-collect-garbage,Medium,False
removing-stars-from-a-string,Medium,False
longest-subsequence-with-limited-sum,Easy,False
valid-palindrome-iv,Medium,True
maximum-segment-sum-after-removals,Hard,False
shifting-letters-ii,Medium,False
time-needed-to-rearrange-a-binary-string,Medium,False
minimum-recolors-to-get-k-consecutive-black-blocks,Easy,False
find-the-k-sum-of-an-array,Hard,False
amount-of-time-for-binary-tree-to-be-infected,Medium,False
minimum-hours-of-training-to-win-a-competition,Easy,False
find-minimum-time-to-finish-all-jobs-ii,Medium,True
count-special-integers,Hard,False
construct-smallest-number-from-di-string,Medium,False
node-with-highest-edge-score,Medium,False
largest-local-values-in-a-matrix,Easy,False
all-the-matches-of-the-league,Easy,True
product-sales-analysis-v,Easy,True
product-sales-analysis-iv,Medium,True
minimum-replacements-to-sort-the-array,Hard,False
maximum-number-of-robots-within-budget,Hard,False
count-number-of-bad-pairs,Medium,False
merge-similar-items,Easy,False
the-first-day-of-the-maximum-recorded-degree-in-each-city,Medium,True
reachable-nodes-with-restrictions,Medium,False
longest-ideal-subsequence,Medium,False
check-if-there-is-a-valid-partition-for-the-array,Medium,False
number-of-arithmetic-triplets,Easy,False
arrange-table-by-gender,Medium,True
tasks-count-in-the-weekend,Medium,True
longest-cycle-in-a-graph,Hard,False
find-closest-node-to-given-two-nodes,Medium,False
maximum-number-of-groups-entering-a-competition,Medium,False
make-array-zero-by-subtracting-equal-amounts,Easy,False
shortest-impossible-sequence-of-rolls,Hard,False
design-a-number-container-system,Medium,False
best-poker-hand,Easy,False
number-of-zero-filled-subarrays,Medium,False
products-with-three-or-more-orders-in-two-consecutive-years,Medium,True
number-of-excellent-pairs,Hard,False
design-a-food-rating-system,Medium,False
equal-row-and-column-pairs,Medium,False
first-letter-to-appear-twice,Easy,False
maximum-profit-from-trading-stocks,Medium,True
number-of-people-that-can-be-seen-in-a-grid,Medium,True
minimum-deletions-to-make-array-divisible,Hard,False
query-kth-smallest-trimmed-number,Medium,False
maximum-number-of-pairs-in-array,Easy,False
closest-node-to-path-in-tree,Hard,True
subarray-with-elements-greater-than-varying-threshold,Hard,False
minimum-sum-of-squared-difference,Medium,False
the-latest-time-to-catch-a-bus,Medium,False
evaluate-boolean-binary-tree,Easy,False
count-the-number-of-ideal-arrays,Hard,False
move-pieces-to-obtain-a-string,Medium,False
smallest-number-in-infinite-set,Medium,False
minimum-amount-of-time-to-fill-cups,Easy,False
spiral-matrix-iv,Medium,False
number-of-increasing-paths-in-a-grid,Hard,False
number-of-people-aware-of-a-secret,Medium,False
decode-the-message,Easy,False
minimum-number-of-keypresses,Medium,True
number-of-distinct-roll-sequences,Hard,False
count-unreachable-pairs-of-nodes-in-an-undirected-graph,Medium,False
maximum-xor-after-operations,Medium,False
count-asterisks,Easy,False
minimum-score-after-removals-on-a-tree,Hard,False
minimum-flips-in-binary-tree-to-get-result,Hard,True
check-if-matrix-is-x-matrix,Easy,False
count-number-of-ways-to-place-houses,Medium,False
design-video-sharing-platform,Hard,True
longest-binary-subsequence-less-than-or-equal-to-k,Medium,False
count-subarrays-with-score-less-than-k,Hard,False
match-substring-after-replacement,Hard,False
successful-pairs-of-spells-and-potions,Medium,False
strong-password-checker-ii,Easy,False
naming-a-company,Hard,False
design-a-text-editor,Hard,False
replace-elements-in-an-array,Medium,False
partition-array-such-that-maximum-difference-is-k,Medium,False
min-max-game,Easy,False
count-positions-on-street-with-required-brightness,Medium,True
root-equals-sum-of-children,Easy,False
add-two-integers,Easy,False
dynamic-unpivoting-of-a-table,Hard,True
dynamic-pivoting-of-a-table,Hard,True
booking-concert-tickets-in-groups,Hard,False
maximum-total-importance-of-roads,Medium,False
sender-with-largest-word-count,Medium,False
check-if-number-has-equal-digit-count-and-digit-value,Easy,False
number-of-times-a-driver-was-a-passenger,Medium,True
minimum-obstacle-removal-to-reach-corner,Hard,False
steps-to-make-array-non-decreasing,Medium,False
apply-discount-to-prices,Medium,False
rearrange-characters-to-make-target-string,Easy,False
the-users-that-are-eligible-for-discount,Easy,True
users-with-two-purchases-within-seven-days,Medium,True
maximum-sum-score-of-array,Medium,True
sum-of-total-strength-of-wizards,Hard,False
minimum-lines-to-represent-a-line-chart,Medium,False
maximum-bags-with-full-capacity-of-rocks,Medium,False
percentage-of-letter-in-string,Easy,False
longest-path-with-different-adjacent-characters,Hard,False
maximum-trailing-zeros-in-a-cornered-path,Medium,False
minimum-rounds-to-complete-all-tasks,Medium,False
calculate-digit-sum-of-a-string,Easy,False
substring-with-largest-variance,Hard,False
maximum-white-tiles-covered-by-a-carpet,Medium,False
number-of-ways-to-split-array,Medium,False
count-integers-in-intervals,Hard,False
largest-combination-with-bitwise-and-greater-than-zero,Medium,False
maximum-consecutive-floors-without-special-floors,Medium,False
minimum-health-to-beat-game,Medium,True
maximum-score-of-a-node-sequence,Hard,False
design-an-atm-machine,Medium,False
number-of-ways-to-buy-pens-and-pencils,Medium,False
find-closest-number-to-zero,Easy,False
check-if-there-is-a-valid-parentheses-string-path,Hard,False
count-number-of-texts,Medium,False
count-nodes-equal-to-average-of-subtree,Medium,False
largest-3-same-digit-number-in-string,Easy,False
minimum-number-of-operations-to-convert-time,Easy,False
escape-the-spreading-fire,Hard,False
count-unguarded-cells-in-the-grid,Medium,False
minimum-average-difference,Medium,False
count-prefixes-of-a-given-string,Easy,False
total-appeal-of-a-string,Hard,False
k-divisible-elements-subarrays,Medium,False
minimum-consecutive-cards-to-pick-up,Medium,False
remove-digit-from-number-to-maximize-result,Easy,False
the-number-of-users-that-are-eligible-for-discount,Easy,True
finding-the-topic-of-each-post,Hard,True
number-of-flowers-in-full-bloom,Hard,False
count-number-of-rectangles-containing-each-point,Medium,False
count-lattice-points-inside-a-circle,Medium,False
intersection-of-multiple-arrays,Easy,False
maximum-total-beauty-of-the-gardens,Hard,False
maximum-product-after-k-increments,Medium,False
minimize-result-by-adding-parentheses-to-expression,Medium,False
largest-number-after-digit-swaps-by-parity,Easy,False
sum-of-scores-of-built-strings,Hard,False
number-of-ways-to-select-buildings,Medium,False
find-triangular-sum-of-an-array,Medium,False
minimum-bit-flips-to-convert-number,Easy,False
number-of-ways-to-build-sturdy-brick-wall,Medium,True
minimum-weighted-subgraph-with-the-required-paths,Hard,False
find-all-k-distant-indices-in-an-array,Easy,False
longest-substring-of-one-repeating-character,Hard,False
maximum-points-in-an-archery-competition,Medium,False
count-collisions-on-a-road,Medium,False
count-hills-and-valleys-in-an-array,Easy,False
the-change-in-global-rankings,Medium,True
remove-all-ones-with-row-and-column-flips-ii,Medium,True
longest-winning-streak,Hard,True
most-frequent-number-following-key-in-an-array,Easy,False
minimum-white-tiles-after-covering-with-carpets,Hard,False
minimum-operations-to-halve-array-sum,Medium,False
maximize-number-of-subsequences-in-a-string,Medium,False
divide-array-into-equal-pairs,Easy,False
replace-non-coprime-numbers-in-array,Hard,False
create-binary-tree-from-descriptions,Medium,False
append-k-integers-with-minimal-sum,Medium,False
cells-in-a-range-on-an-excel-sheet,Easy,False
unique-substrings-with-equal-digit-frequency,Medium,True
order-two-columns-independently,Medium,True
count-array-pairs-divisible-by-k,Hard,False
construct-string-with-repeat-limit,Medium,False
merge-nodes-in-between-zeros,Medium,False
count-integers-with-even-digit-sum,Easy,False
amount-of-new-area-painted-each-day,Hard,True
the-number-of-passengers-in-each-bus-ii,Hard,True
minimum-time-to-finish-the-race,Hard,False
minimum-time-to-complete-trips,Medium,False
minimum-number-of-steps-to-make-two-strings-anagram-ii,Medium,False
counting-words-with-a-given-prefix,Easy,False
maximum-and-sum-of-array,Hard,False
removing-minimum-number-of-magic-beans,Medium,False
minimum-operations-to-make-the-array-alternating,Medium,False
count-operations-to-obtain-zero,Easy,False
minimum-number-of-lines-to-cover-points,Medium,True
minimum-time-to-remove-all-cars-containing-illegal-goods,Hard,False
design-bitset,Medium,False
smallest-value-of-the-rearranged-number,Medium,False
sort-even-and-odd-indices-independently,Easy,False
choose-numbers-from-two-arrays-in-range,Hard,True
the-number-of-passengers-in-each-bus-i,Medium,True
count-good-triplets-in-an-array,Hard,False
maximum-split-of-positive-even-integers,Medium,False
find-three-consecutive-integers-that-sum-to-a-given-number,Medium,False
count-equal-and-divisible-pairs-in-an-array,Easy,False
groups-of-strings,Hard,False
find-substring-with-given-hash-value,Hard,False
keep-multiplying-found-values-by-two,Easy,False
pour-water-between-buckets-to-make-water-levels-equal,Medium,True
maximum-good-people-based-on-statements,Hard,False
rearrange-array-elements-by-sign,Medium,False
find-all-lonely-numbers-in-the-array,Medium,False
count-elements-with-strictly-smaller-and-greater-elements,Easy,False
remove-all-ones-with-row-and-column-flips,Medium,True
minimum-difference-in-sums-after-removal-of-elements,Hard,False
minimum-cost-to-set-cooking-time,Medium,False
partition-array-according-to-given-pivot,Medium,False
minimum-sum-of-four-digit-number-after-splitting-digits,Easy,False
maximum-running-time-of-n-computers,Hard,False
solving-questions-with-brainpower,Medium,False
all-divisions-with-the-highest-score-of-a-binary-array,Medium,False
divide-a-string-into-groups-of-size-k,Easy,False
minimum-operations-to-remove-adjacent-ones-in-matrix,Hard,True
elements-in-array-after-removing-and-replacing-elements,Medium,True
earliest-possible-day-of-full-bloom,Hard,False
count-words-obtained-after-adding-a-letter,Medium,False
minimum-swaps-to-group-all-1s-together-ii,Medium,False
check-if-every-row-and-column-contains-all-numbers,Easy,False
build-the-equation,Hard,True
the-airport-with-the-most-traffic,Medium,True
number-of-ways-to-divide-a-long-corridor,Hard,False
k-highest-ranked-items-within-a-price-range,Medium,False
count-the-hidden-sequences,Medium,False
minimum-cost-of-buying-candies-with-discount,Easy,False
number-of-unique-flavors-after-sharing-k-candies,Medium,True
maximum-employees-to-be-invited-to-a-meeting,Hard,False
destroying-asteroids,Medium,False
number-of-laser-beams-in-a-bank,Medium,False
check-if-all-as-appears-before-all-bs,Easy,False
subsequence-of-size-k-with-the-largest-even-sum,Medium,True
recover-the-original-array,Hard,False
intervals-between-identical-elements,Medium,False
execution-of-all-suffix-instructions-staying-in-a-grid,Medium,False
a-number-after-a-double-reversal,Easy,False
longest-palindrome-by-concatenating-two-letter-words,Medium,False
maximum-twin-sum-of-a-linked-list,Medium,False
capitalize-the-title,Easy,False
minimum-operations-to-make-the-array-k-increasing,Hard,False
number-of-smooth-descent-periods-of-a-stock,Medium,False
adding-spaces-to-a-string,Medium,False
find-first-palindromic-string-in-the-array,Easy,False
minimum-cost-to-reach-city-with-discounts,Medium,True
maximum-fruits-harvested-after-at-most-k-steps,Hard,False
watering-plants-ii,Medium,False
sum-of-subarray-ranges,Medium,False
rings-and-rods,Easy,False
substrings-that-begin-and-end-with-the-same-letter,Medium,True
drop-type-1-orders-for-customers-with-type-0-orders,Medium,True
the-number-of-rich-customers,Easy,True
abbreviating-the-product-of-a-range,Hard,False
check-if-a-parentheses-string-can-be-valid,Medium,False
find-all-possible-recipes-from-given-supplies,Medium,False
maximum-number-of-words-found-in-sentences,Easy,False
paths-in-maze-that-lead-to-same-room,Medium,True
step-by-step-directions-from-a-binary-tree-node-to-another,Medium,False
delete-the-middle-node-of-a-linked-list,Medium,False
finding-3-digit-even-numbers,Easy,False
the-winner-university,Easy,True
find-all-people-with-secret,Hard,False
removing-minimum-and-maximum-from-array,Medium,False
k-radius-subarray-averages,Medium,False
find-target-indices-after-sorting-array,Easy,False
number-of-equal-count-substrings,Medium,True
account-balance,Medium,True
sequentially-ordinal-rank-tracker,Hard,False
detonate-the-maximum-bombs,Medium,False
find-good-days-to-rob-the-bank,Medium,False
find-subsequence-of-length-k-with-the-largest-sum,Easy,False
number-of-spaces-cleaning-robot-cleaned,Medium,True
sum-of-k-mirror-numbers,Hard,False
valid-arrangement-of-pairs,Hard,False
stamping-the-grid,Hard,False
two-furthest-houses-with-different-colors,Easy,False
process-restricted-friend-requests,Hard,False
decode-the-slanted-ciphertext,Medium,False
reverse-nodes-in-even-length-groups,Medium,False
time-needed-to-buy-tickets,Easy,False
the-category-of-each-member-in-the-store,Medium,True
count-fertile-pyramids-in-a-land,Hard,False
minimum-cost-homecoming-of-a-robot-in-a-grid,Medium,False
minimum-number-of-food-buckets-to-feed-the-hamsters,Medium,False
count-common-words-with-one-occurrence,Easy,False
maximum-path-quality-of-a-graph,Hard,False
minimized-maximum-of-products-distributed-to-any-store,Medium,False
vowels-of-all-substrings,Medium,False
count-vowel-substrings-of-a-string,Easy,False
accepted-candidates-from-the-interviews,Medium,True
check-if-an-original-string-exists-given-two-encoded-strings,Hard,False
minimum-operations-to-convert-number,Medium,False
find-the-minimum-and-maximum-number-of-nodes-between-critical-points,Medium,False
smallest-index-with-equal-value,Easy,False
maximum-number-of-tasks-you-can-assign,Hard,False
most-beautiful-item-for-each-query,Medium,False
walking-robot-simulation-ii,Medium,False
check-whether-two-strings-are-almost-equivalent,Easy,False
parallel-courses-iii,Hard,False
count-nodes-with-the-highest-score,Medium,False
next-greater-numerically-balanced-number,Medium,False
number-of-valid-words-in-a-sentence,Easy,False
low-quality-problems,Easy,True
second-minimum-time-to-reach-destination,Hard,False
count-number-of-maximum-bitwise-or-subsets,Medium,False
simple-bank-system,Medium,False
check-if-numbers-are-ascending-in-a-sentence,Easy,False
number-of-accounts-that-did-not-stream,Medium,True
number-of-valid-move-combinations-on-chessboard,Hard,False
plates-between-candles,Medium,False
two-best-non-overlapping-events,Medium,False
kth-distinct-string-in-an-array,Easy,False
partition-array-into-two-arrays-to-minimize-sum-difference,Hard,False
stock-price-fluctuation,Medium,False
minimum-operations-to-make-a-uni-value-grid,Medium,False
two-out-of-three,Easy,False
the-number-of-seniors-and-juniors-to-join-the-company-ii,Hard,True
smallest-k-length-subsequence-with-occurrences-of-a-letter,Hard,False
stone-game-ix,Medium,False
find-missing-observations,Medium,False
minimum-moves-to-convert-string,Easy,False
subtree-removal-game-with-fibonacci-tree,Hard,True
the-number-of-seniors-and-juniors-to-join-the-company,Hard,True
the-time-when-the-network-becomes-idle,Medium,False
kth-smallest-product-of-two-sorted-arrays,Hard,False
remove-colored-pieces-if-both-neighbors-are-the-same-color,Medium,False
minimum-number-of-moves-to-seat-everyone,Easy,False
the-score-of-students-solving-math-expression,Hard,False
check-if-word-can-be-placed-in-crossword,Medium,False
grid-game,Medium,False
maximum-difference-between-increasing-elements,Easy,False
count-the-number-of-experiments,Medium,True
average-height-of-buildings-in-each-segment,Medium,True
smallest-greater-multiple-made-of-two-digits,Medium,True
longest-subsequence-repeated-k-times,Hard,False
detect-squares,Medium,False
sum-of-beauty-in-the-array,Medium,False
final-value-of-variable-after-performing-operations,Easy,False
