Slug,Difficulty,Paid
add-edges-to-make-degrees-of-all-nodes-even,Hard,False
smallest-value-after-replacing-with-sum-of-prime-factors,Medium,False
count-pairs-of-similar-strings,Easy,False
minimum-total-cost-to-make-arrays-unequal,Hard,False
frog-jump-ii,Medium,False
maximum-star-sum-of-a-graph,Medium,False
maximum-value-of-a-string-in-an-array,Easy,False
maximum-number-of-points-from-grid-queries,Hard,False
design-memory-allocator,Medium,False
longest-square-streak-in-an-array,Medium,False
delete-greatest-value-in-each-row,Easy,False
divide-nodes-into-the-maximum-number-of-groups,Hard,False
minimum-score-of-a-path-between-two-cities,Medium,False
divide-players-into-teams-of-equal-skill,Medium,False
circular-sentence,Easy,False
count-palindromic-subsequences,Hard,False
minimum-penalty-for-a-shop,Medium,False
minimum-cuts-to-divide-a-circle,Easy,False
count-subarrays-with-median-k,Hard,False
remove-nodes-from-linked-list,Medium,False
append-characters-to-string-to-make-subsequence,Medium,False
find-the-pivot-integer,Easy,False
number-of-beautiful-partitions,Hard,False
minimum-fuel-cost-to-report-to-the-capital,Medium,False
closest-nodes-queries-in-a-binary-search-tree,Medium,False
number-of-unequal-triplets-in-array,Easy,False
most-profitable-path-in-a-tree,Medium,False
split-message-based-on-limit,Hard,False
count-ways-to-build-good-strings,Medium,False
number-of-distinct-averages,Easy,False
maximum-number-of-non-overlapping-palindrome-substrings,Hard,False
minimum-number-of-operations-to-sort-a-binary-tree-by-level,Medium,False
number-of-subarrays-with-lcm-equal-to-k,Medium,False
convert-the-temperature,Easy,False
minimum-total-distance-traveled,Hard,False
total-cost-to-hire-k-workers,Medium,False
maximum-sum-of-distinct-subarrays-with-length-k,Medium,False
apply-operations-to-an-array,Easy,False
words-within-two-edits-of-dictionary,Medium,False
next-greater-element-iv,Hard,False
destroy-sequential-targets,Medium,False
odd-string-difference,Easy,False
number-of-subarrays-with-gcd-equal-to-k,Medium,False
height-of-binary-tree-after-subtree-removal-queries,Hard,False
minimum-addition-to-make-integer-beautiful,Medium,False
most-popular-video-creator,Medium,False
average-value-of-even-numbers-that-are-divisible-by-three,Easy,False
sum-of-number-and-its-reverse,Medium,False
minimum-number-of-operations-to-make-arrays-similar,Hard,False
minimum-cost-to-make-array-equal,Hard,False
determine-if-two-events-have-conflict,Easy,False
bitwise-xor-of-all-pairings,Medium,False
remove-letter-to-equalize-frequency,Easy,False
create-components-with-same-value,Hard,False
minimize-maximum-of-array,Medium,False
range-product-queries-of-powers,Medium,False
number-of-valid-clock-times,Easy,False
count-subarrays-with-fixed-bounds,Hard,False
longest-increasing-subsequence-ii,Hard,False
count-number-of-distinct-integers-after-reverse-operations,Medium,False
largest-positive-integer-that-exists-with-its-negative,Easy,False
paths-in-matrix-whose-sum-is-divisible-by-k,Hard,False
using-a-robot-to-print-the-lexicographically-smallest-string,Medium,False
find-the-original-array-of-prefix-xor,Medium,False
the-employee-that-worked-on-the-longest-task,Easy,False
number-of-pairs-satisfying-inequality,Hard,False
longest-uploaded-prefix,Medium,False
partition-string-into-substrings-with-values-at-most-k,Medium,False
maximum-deletions-on-a-string,Hard,False
minimize-xor,Medium,False
maximum-sum-of-an-hourglass,Medium,False
number-of-common-factors,Easy,False
number-of-good-paths,Hard,False
find-all-good-indices,Medium,False
longest-subarray-with-maximum-bitwise-and,Medium,False
sort-the-people,Easy,False
minimum-money-required-before-transactions,Hard,False
smallest-subarrays-with-maximum-bitwise-or,Medium,False
maximum-matching-of-players-with-trainers,Medium,False
count-days-spent-together,Easy,False
number-of-unique-subjects-taught-by-each-teacher,Easy,False
sum-of-prefix-scores-of-strings,Hard,False
reverse-odd-levels-of-binary-tree,Medium,False
length-of-the-longest-alphabetical-continuous-substring,Medium,False
smallest-even-multiple,Easy,False
divide-intervals-into-minimum-number-of-groups,Medium,False
optimal-partition-of-string,Medium,False
most-frequent-even-element,Easy,False
task-scheduler-ii,Medium,False
maximum-rows-covered-by-columns,Medium,False
strictly-palindromic-number,Medium,False
find-subarrays-with-equal-sum,Easy,False
meeting-rooms-iii,Hard,False
longest-nice-subarray,Medium,False
number-of-ways-to-reach-a-position-after-exactly-k-steps,Medium,False
check-distances-between-same-letters,Easy,False
largest-palindromic-number,Medium,False
max-sum-of-a-pair-with-equal-sum-of-digits,Medium,False
build-a-matrix-with-conditions,Hard,False
minimum-amount-of-time-to-collect-garbage,Medium,False
removing-stars-from-a-string,Medium,False
longest-subsequence-with-limited-sum,Easy,False
maximum-segment-sum-after-removals,Hard,False
shifting-letters-ii,Medium,False
time-needed-to-rearrange-a-binary-string,Medium,False
minimum-recolors-to-get-k-consecutive-black-blocks,Easy,False
find-the-k-sum-of-an-array,Hard,False
amount-of-time-for-binary-tree-to-be-infected,Medium,False
minimum-hours-of-training-to-win-a-competition,Easy,False
count-special-integers,Hard,False
construct-smallest-number-from-di-string,Medium,False
node-with-highest-edge-score,Medium,False
largest-local-values-in-a-matrix,Easy,False
minimum-replacements-to-sort-the-array,Hard,False
maximum-number-of-robots-within-budget,Hard,False
count-number-of-bad-pairs,Medium,False
merge-similar-items,Easy,False
reachable-nodes-with-restrictions,Medium,False
longest-ideal-subsequence,Medium,False
check-if-there-is-a-valid-partition-for-the-array,Medium,False
number-of-arithmetic-triplets,Easy,False
longest-cycle-in-a-graph,Hard,False
find-closest-node-to-given-two-nodes,Medium,False
maximum-number-of-groups-entering-a-competition,Medium,False
make-array-zero-by-subtracting-equal-amounts,Easy,False
shortest-impossible-sequence-of-rolls,Hard,False
design-a-number-container-system,Medium,False
best-poker-hand,Easy,False
number-of-zero-filled-subarrays,Medium,False
number-of-excellent-pairs,Hard,False
design-a-food-rating-system,Medium,False
equal-row-and-column-pairs,Medium,False
first-letter-to-appear-twice,Easy,False
minimum-deletions-to-make-array-divisible,Hard,False
query-kth-smallest-trimmed-number,Medium,False
maximum-number-of-pairs-in-array,Easy,False
subarray-with-elements-greater-than-varying-threshold,Hard,False
minimum-sum-of-squared-difference,Medium,False
the-latest-time-to-catch-a-bus,Medium,False
evaluate-boolean-binary-tree,Easy,False
count-the-number-of-ideal-arrays,Hard,False
move-pieces-to-obtain-a-string,Medium,False
smallest-number-in-infinite-set,Medium,False
minimum-amount-of-time-to-fill-cups,Easy,False
spiral-matrix-iv,Medium,False
number-of-increasing-paths-in-a-grid,Hard,False
number-of-people-aware-of-a-secret,Medium,False
decode-the-message,Easy,False
number-of-distinct-roll-sequences,Hard,False
count-unreachable-pairs-of-nodes-in-an-undirected-graph,Medium,False
maximum-xor-after-operations,Medium,False
count-asterisks,Easy,False
minimum-score-after-removals-on-a-tree,Hard,False
check-if-matrix-is-x-matrix,Easy,False
count-number-of-ways-to-place-houses,Medium,False
longest-binary-subsequence-less-than-or-equal-to-k,Medium,False
count-subarrays-with-score-less-than-k,Hard,False
match-substring-after-replacement,Hard,False
successful-pairs-of-spells-and-potions,Medium,False
strong-password-checker-ii,Easy,False
naming-a-company,Hard,False
design-a-text-editor,Hard,False
replace-elements-in-an-array,Medium,False
partition-array-such-that-maximum-difference-is-k,Medium,False
min-max-game,Easy,False
root-equals-sum-of-children,Easy,False
add-two-integers,Easy,False
booking-concert-tickets-in-groups,Hard,False
maximum-total-importance-of-roads,Medium,False
sender-with-largest-word-count,Medium,False
check-if-number-has-equal-digit-count-and-digit-value,Easy,False
minimum-obstacle-removal-to-reach-corner,Hard,False
steps-to-make-array-non-decreasing,Medium,False
apply-discount-to-prices,Medium,False
rearrange-characters-to-make-target-string,Easy,False
sum-of-total-strength-of-wizards,Hard,False
minimum-lines-to-represent-a-line-chart,Medium,False
maximum-bags-with-full-capacity-of-rocks,Medium,False
percentage-of-letter-in-string,Easy,False
longest-path-with-different-adjacent-characters,Hard,False
maximum-trailing-zeros-in-a-cornered-path,Medium,False
minimum-rounds-to-complete-all-tasks,Medium,False
calculate-digit-sum-of-a-string,Easy,False
substring-with-largest-variance,Hard,False
maximum-white-tiles-covered-by-a-carpet,Medium,False
number-of-ways-to-split-array,Medium,False
count-integers-in-intervals,Hard,False
largest-combination-with-bitwise-and-greater-than-zero,Medium,False
maximum-consecutive-floors-without-special-floors,Medium,False
maximum-score-of-a-node-sequence,Hard,False
design-an-atm-machine,Medium,False
number-of-ways-to-buy-pens-and-pencils,Medium,False
find-closest-number-to-zero,Easy,False
check-if-there-is-a-valid-parentheses-string-path,Hard,False
count-number-of-texts,Medium,False
count-nodes-equal-to-average-of-subtree,Medium,False
largest-3-same-digit-number-in-string,Easy,False
minimum-number-of-operations-to-convert-time,Easy,False
escape-the-spreading-fire,Hard,False
count-unguarded-cells-in-the-grid,Medium,False
minimum-average-difference,Medium,False
count-prefixes-of-a-given-string,Easy,False
total-appeal-of-a-string,Hard,False
k-divisible-elements-subarrays,Medium,False
minimum-consecutive-cards-to-pick-up,Medium,False
remove-digit-from-number-to-maximize-result,Easy,False
number-of-flowers-in-full-bloom,Hard,False
count-number-of-rectangles-containing-each-point,Medium,False
count-lattice-points-inside-a-circle,Medium,False
intersection-of-multiple-arrays,Easy,False
maximum-total-beauty-of-the-gardens,Hard,False
maximum-product-after-k-increments,Medium,False
minimize-result-by-adding-parentheses-to-expression,Medium,False
largest-number-after-digit-swaps-by-parity,Easy,False
sum-of-scores-of-built-strings,Hard,False
number-of-ways-to-select-buildings,Medium,False
find-triangular-sum-of-an-array,Medium,False
minimum-bit-flips-to-convert-number,Easy,False
minimum-weighted-subgraph-with-the-required-paths,Hard,False
find-all-k-distant-indices-in-an-array,Easy,False
longest-substring-of-one-repeating-character,Hard,False
maximum-points-in-an-archery-competition,Medium,False
count-collisions-on-a-road,Medium,False
count-hills-and-valleys-in-an-array,Easy,False
most-frequent-number-following-key-in-an-array,Easy,False
minimum-white-tiles-after-covering-with-carpets,Hard,False
minimum-operations-to-halve-array-sum,Medium,False
maximize-number-of-subsequences-in-a-string,Medium,False
divide-array-into-equal-pairs,Easy,False
replace-non-coprime-numbers-in-array,Hard,False
create-binary-tree-from-descriptions,Medium,False
append-k-integers-with-minimal-sum,Medium,False
cells-in-a-range-on-an-excel-sheet,Easy,False
count-array-pairs-divisible-by-k,Hard,False
construct-string-with-repeat-limit,Medium,False
merge-nodes-in-between-zeros,Medium,False
count-integers-with-even-digit-sum,Easy,False
minimum-time-to-finish-the-race,Hard,False
minimum-time-to-complete-trips,Medium,False
minimum-number-of-steps-to-make-two-strings-anagram-ii,Medium,False
counting-words-with-a-given-prefix,Easy,False
maximum-and-sum-of-array,Hard,False
removing-minimum-number-of-magic-beans,Medium,False
minimum-operations-to-make-the-array-alternating,Medium,False
count-operations-to-obtain-zero,Easy,False
minimum-time-to-remove-all-cars-containing-illegal-goods,Hard,False
design-bitset,Medium,False
smallest-value-of-the-rearranged-number,Medium,False
sort-even-and-odd-indices-independently,Easy,False
count-good-triplets-in-an-array,Hard,False
maximum-split-of-positive-even-integers,Medium,False
find-three-consecutive-integers-that-sum-to-a-given-number,Medium,False
count-equal-and-divisible-pairs-in-an-array,Easy,False
groups-of-strings,Hard,False
find-substring-with-given-hash-value,Hard,False
keep-multiplying-found-values-by-two,Easy,False
maximum-good-people-based-on-statements,Hard,False
rearrange-array-elements-by-sign,Medium,False
find-all-lonely-numbers-in-the-array,Medium,False
count-elements-with-strictly-smaller-and-greater-elements,Easy,False
minimum-difference-in-sums-after-removal-of-elements,Hard,False
minimum-cost-to-set-cooking-time,Medium,False
partition-array-according-to-given-pivot,Medium,False
minimum-sum-of-four-digit-number-after-splitting-digits,Easy,False
maximum-running-time-of-n-computers,Hard,False
solving-questions-with-brainpower,Medium,False
all-divisions-with-the-highest-score-of-a-binary-array,Medium,False
divide-a-string-into-groups-of-size-k,Easy,False
earliest-possible-day-of-full-bloom,Hard,False
count-words-obtained-after-adding-a-letter,Medium,False
minimum-swaps-to-group-all-1s-together-ii,Medium,False
check-if-every-row-and-column-contains-all-numbers,Easy,False
number-of-ways-to-divide-a-long-corridor,Hard,False
k-highest-ranked-items-within-a-price-range,Medium,False
count-the-hidden-sequences,Medium,False
minimum-cost-of-buying-candies-with-discount,Easy,False
maximum-employees-to-be-invited-to-a-meeting,Hard,False
destroying-asteroids,Medium,False
number-of-laser-beams-in-a-bank,Medium,False
check-if-all-as-appears-before-all-bs,Easy,False
recover-the-original-array,Hard,False
intervals-between-identical-elements,Medium,False
execution-of-all-suffix-instructions-staying-in-a-grid,Medium,False
a-number-after-a-double-reversal,Easy,False
longest-palindrome-by-concatenating-two-letter-words,Medium,False
maximum-twin-sum-of-a-linked-list,Medium,False
capitalize-the-title,Easy,False
minimum-operations-to-make-the-array-k-increasing,Hard,False
number-of-smooth-descent-periods-of-a-stock,Medium,False
adding-spaces-to-a-string,Medium,False
find-first-palindromic-string-in-the-array,Easy,False
maximum-fruits-harvested-after-at-most-k-steps,Hard,False
watering-plants-ii,Medium,False
sum-of-subarray-ranges,Medium,False
rings-and-rods,Easy,False
abbreviating-the-product-of-a-range,Hard,False
check-if-a-parentheses-string-can-be-valid,Medium,False
find-all-possible-recipes-from-given-supplies,Medium,False
maximum-number-of-words-found-in-sentences,Easy,False
step-by-step-directions-from-a-binary-tree-node-to-another,Medium,False
delete-the-middle-node-of-a-linked-list,Medium,False
finding-3-digit-even-numbers,Easy,False
find-all-people-with-secret,Hard,False
removing-minimum-and-maximum-from-array,Medium,False
k-radius-subarray-averages,Medium,False
find-target-indices-after-sorting-array,Easy,False
sequentially-ordinal-rank-tracker,Hard,False
detonate-the-maximum-bombs,Medium,False
find-good-days-to-rob-the-bank,Medium,False
find-subsequence-of-length-k-with-the-largest-sum,Easy,False
sum-of-k-mirror-numbers,Hard,False
valid-arrangement-of-pairs,Hard,False
stamping-the-grid,Hard,False
two-furthest-houses-with-different-colors,Easy,False
process-restricted-friend-requests,Hard,False
decode-the-slanted-ciphertext,Medium,False
reverse-nodes-in-even-length-groups,Medium,False
time-needed-to-buy-tickets,Easy,False
count-fertile-pyramids-in-a-land,Hard,False
minimum-cost-homecoming-of-a-robot-in-a-grid,Medium,False
minimum-number-of-food-buckets-to-feed-the-hamsters,Medium,False
count-common-words-with-one-occurrence,Easy,False
maximum-path-quality-of-a-graph,Hard,False
minimized-maximum-of-products-distributed-to-any-store,Medium,False
vowels-of-all-substrings,Medium,False
count-vowel-substrings-of-a-string,Easy,False
check-if-an-original-string-exists-given-two-encoded-strings,Hard,False
minimum-operations-to-convert-number,Medium,False
find-the-minimum-and-maximum-number-of-nodes-between-critical-points,Medium,False
smallest-index-with-equal-value,Easy,False
maximum-number-of-tasks-you-can-assign,Hard,False
most-beautiful-item-for-each-query,Medium,False
walking-robot-simulation-ii,Medium,False
check-whether-two-strings-are-almost-equivalent,Easy,False
parallel-courses-iii,Hard,False
count-nodes-with-the-highest-score,Medium,False
next-greater-numerically-balanced-number,Medium,False
number-of-valid-words-in-a-sentence,Easy,False
second-minimum-time-to-reach-destination,Hard,False
count-number-of-maximum-bitwise-or-subsets,Medium,False
simple-bank-system,Medium,False
check-if-numbers-are-ascending-in-a-sentence,Easy,False
number-of-valid-move-combinations-on-chessboard,Hard,False
plates-between-candles,Medium,False
two-best-non-overlapping-events,Medium,False
kth-distinct-string-in-an-array,Easy,False
partition-array-into-two-arrays-to-minimize-sum-difference,Hard,False
stock-price-fluctuation,Medium,False
minimum-operations-to-make-a-uni-value-grid,Medium,False
two-out-of-three,Easy,False
smallest-k-length-subsequence-with-occurrences-of-a-letter,Hard,False
stone-game-ix,Medium,False
find-missing-observations,Medium,False
minimum-moves-to-convert-string,Easy,False
the-time-when-the-network-becomes-idle,Medium,False
kth-smallest-product-of-two-sorted-arrays,Hard,False
remove-colored-pieces-if-both-neighbors-are-the-same-color,Medium,False
minimum-number-of-moves-to-seat-everyone,Easy,False
the-score-of-students-solving-math-expression,Hard,False
check-if-word-can-be-placed-in-crossword,Medium,False
grid-game,Medium,False
maximum-difference-between-increasing-elements,Easy,False
longest-subsequence-repeated-k-times,Hard,False
detect-squares,Medium,False
sum-of-beauty-in-the-array,Medium,False
final-value-of-variable-after-performing-operations,Easy,False
maximum-number-of-ways-to-partition-an-array,Hard,False
maximize-the-confusion-of-an-exam,Medium,False
number-of-pairs-of-strings-with-concatenation-equal-to-target,Medium,False
convert-1d-array-into-2d-array,Easy,False
smallest-missing-genetic-value-in-each-subtree,Hard,False
maximum-product-of-the-length-of-two-palindromic-subsequences,Medium,False
number-of-pairs-of-interchangeable-rectangles,Medium,False
reverse-prefix-of-word,Easy,False
employees-whose-manager-left-the-company,Easy,False
gcd-sort-of-an-array,Hard,False
first-day-where-you-have-been-in-all-the-rooms,Medium,False
the-number-of-weak-characters-in-the-game,Medium,False
count-special-quadruplets,Easy,False
find-if-path-exists-in-graph,Easy,False
minimum-number-of-operations-to-make-array-continuous,Hard,False
maximum-earnings-from-taxi,Medium,False
find-original-array-from-doubled-array,Medium,False
count-number-of-pairs-with-absolute-difference-k,Easy,False
number-of-unique-good-subsequences,Hard,False
minimum-number-of-work-sessions-to-finish-the-tasks,Medium,False
find-the-kth-largest-integer-in-the-array,Medium,False
minimum-difference-between-highest-and-lowest-of-k-scores,Easy,False
employees-with-missing-information,Easy,False
find-array-given-subset-sums,Hard,False
minimize-the-difference-between-target-and-chosen-elements,Medium,False
find-unique-binary-string,Medium,False
find-greatest-common-divisor-of-array,Easy,False
the-number-of-good-subsets,Hard,False
operations-on-tree,Medium,False
find-all-groups-of-farmland,Medium,False
find-the-middle-index-in-array,Easy,False
last-day-where-you-can-still-cross,Hard,False
minimum-non-zero-product-of-the-array-elements,Medium,False
number-of-strings-that-appear-as-substrings-in-word,Easy,False
find-the-longest-valid-obstacle-course-at-each-position,Hard,False
minimum-number-of-swaps-to-make-the-string-balanced,Medium,False
remove-stones-to-minimize-the-total,Medium,False
check-if-string-is-a-prefix-of-array,Easy,False
number-of-ways-to-separate-numbers,Hard,False
number-of-ways-to-arrive-at-destination,Medium,False
maximum-matrix-sum,Medium,False
minimum-time-to-type-word-using-special-typewriter,Easy,False
confirmation-rate,Medium,False
count-number-of-special-subsequences,Hard,False
array-with-elements-not-equal-to-average-of-neighbors,Medium,False
maximum-number-of-weeks-for-which-you-can-work,Medium,False
three-divisors,Easy,False
minimum-total-space-wasted-with-k-resizing-operations,Medium,False
check-if-move-is-legal,Medium,False
delete-duplicate-folders-in-system,Hard,False
maximum-compatibility-score-sum,Medium,False
largest-number-after-mutating-substring,Medium,False
sum-of-digits-of-string-after-convert,Easy,False
maximum-genetic-difference-query,Hard,False
maximum-number-of-points-with-cost,Medium,False
add-minimum-number-of-rungs,Medium,False
painting-a-grid-with-three-different-colors,Hard,False
merge-bsts-to-create-single-bst,Hard,False
unique-length-3-palindromic-subsequences,Medium,False
concatenation-of-array,Easy,False
count-salary-categories,Medium,False
describe-the-painting,Medium,False
the-number-of-the-smallest-unoccupied-chair,Medium,False
check-if-all-characters-have-equal-number-of-occurrences,Easy,False
longest-common-subpath,Hard,False
count-good-numbers,Medium,False
eliminate-maximum-number-of-monsters,Medium,False
build-array-from-permutation,Easy,False
find-a-peak-element-ii,Medium,False
number-of-wonderful-substrings,Medium,False
cyclically-rotating-a-grid,Medium,False
maximum-product-difference-between-two-pairs,Easy,False
the-latest-login-in-2020,Easy,False
minimum-cost-to-reach-destination-in-time,Hard,False
sum-game,Medium,False
nearest-exit-from-entrance-in-maze,Medium,False
count-square-sum-triples,Easy,False
count-sub-islands,Medium,False
minimum-absolute-difference-queries,Medium,False
the-number-of-full-rounds-you-have-played,Medium,False
largest-odd-number-in-string,Easy,False
egg-drop-with-2-eggs-and-n-floors,Medium,False
the-earliest-and-latest-rounds-where-players-compete,Hard,False
maximum-number-of-removable-characters,Medium,False
merge-triplets-to-form-target-triplet,Medium,False
redistribute-characters-to-make-all-strings-equal,Easy,False
calculate-special-bonus,Easy,False
design-movie-rental-system,Hard,False
maximum-alternating-subsequence-sum,Medium,False
remove-all-occurrences-of-a-substring,Medium,False
remove-one-element-to-make-the-array-strictly-increasing,Easy,False
minimum-space-wasted-from-packaging,Hard,False
minimum-number-of-flips-to-make-the-binary-string-alternating,Medium,False
reduction-operations-to-make-the-array-elements-equal,Medium,False
determine-whether-matrix-can-be-obtained-by-rotation,Easy,False
minimum-skips-to-arrive-at-meeting-on-time,Hard,False
process-tasks-using-servers,Medium,False
maximum-value-after-insertion,Medium,False
check-if-word-equals-summation-of-two-words,Easy,False
minimum-cost-to-change-the-final-value-of-expression,Hard,False
find-the-student-that-will-replace-the-chalk,Medium,False
check-if-all-the-integers-in-a-range-are-covered,Easy,False
stone-game-viii,Hard,False
jump-game-vii,Medium,False
minimum-speed-to-arrive-on-time,Medium,False
longer-contiguous-segments-of-ones-than-zeros,Easy,False
number-of-ways-to-rearrange-sticks-with-k-sticks-visible,Hard,False
finding-pairs-with-a-certain-sum,Medium,False
minimum-number-of-swaps-to-make-the-binary-string-alternating,Medium,False
sum-of-all-subset-xor-totals,Easy,False
get-biggest-three-rhombus-sums-in-a-grid,Medium,False
minimum-xor-sum-of-two-arrays,Hard,False
minimize-maximum-pair-sum-in-array,Medium,False
substrings-of-size-three-with-distinct-characters,Easy,False
largest-color-value-in-a-directed-graph,Hard,False
maximum-subarray-min-product,Medium,False
maximum-distance-between-a-pair-of-values,Medium,False
maximum-population-year,Easy,False
minimum-adjacent-swaps-to-reach-the-kth-smallest-number,Medium,False
minimum-interval-to-include-each-query,Hard,False
splitting-a-string-into-descending-consecutive-values,Medium,False
minimum-distance-to-the-target-element,Easy,False
rotating-the-box,Medium,False
incremental-memory-leak,Medium,False
sorting-the-sentence,Easy,False
maximum-building-height,Hard,False
longest-substring-of-all-vowels-in-order,Medium,False
frequency-of-the-most-frequent-element,Medium,False
sum-of-digits-in-base-k,Easy,False
find-xor-sum-of-all-pairs-bitwise-and,Hard,False
single-threaded-cpu,Medium,False
maximum-ice-cream-bars,Medium,False
check-if-the-sentence-is-pangram,Easy,False
closest-room,Hard,False
maximum-element-after-decreasing-and-rearranging,Medium,False
seat-reservation-manager,Medium,False
replace-all-digits-with-characters,Easy,False
finding-mk-average,Hard,False
minimum-sideway-jumps,Medium,False
find-the-winner-of-the-circular-game,Medium,False
sign-of-the-product-of-an-array,Easy,False
rearrange-products-table,Easy,False
number-of-different-subsequences-gcds,Hard,False
minimum-absolute-sum-difference,Medium,False
finding-the-users-active-minutes,Medium,False
truncate-sentence,Easy,False
primary-department-for-each-employee,Easy,False
minimum-number-of-operations-to-make-string-sorted,Hard,False
maximum-xor-for-each-query,Medium,False
queries-on-number-of-points-inside-a-circle,Medium,False
minimum-operations-to-make-the-array-increasing,Easy,False
maximize-number-of-nice-divisors,Hard,False
minimum-number-of-operations-to-reinitialize-a-permutation,Medium,False
evaluate-the-bracket-pairs-of-a-string,Medium,False
number-of-different-integers-in-a-string,Easy,False
maximum-number-of-consecutive-values-you-can-make,Medium,False
maximum-value-at-a-given-index-in-a-bounded-array,Medium,False
number-of-orders-in-the-backlog,Medium,False
maximum-ascending-subarray-sum,Easy,False
count-nice-pairs-in-an-array,Medium,False
maximum-number-of-groups-getting-fresh-donuts,Hard,False
sentence-similarity-iii,Medium,False
determine-color-of-a-chessboard-square,Easy,False
maximum-score-of-a-good-subarray,Hard,False
maximum-average-pass-ratio,Medium,False
find-center-of-star-graph,Easy,False
check-if-one-string-swap-can-make-strings-equal,Easy,False
make-the-xor-of-all-segments-equal-to-zero,Hard,False
number-of-restricted-paths-from-first-to-last-node,Medium,False
minimum-elements-to-add-to-form-a-given-sum,Medium,False
check-if-binary-string-has-at-most-one-segment-of-ones,Easy,False
recyclable-and-low-fat-products,Easy,False
count-pairs-with-xor-in-a-range,Hard,False
maximize-score-after-n-operations,Hard,False
design-authentication-manager,Medium,False
second-largest-digit-in-a-string,Easy,False
car-fleet-ii,Hard,False
equal-sum-arrays-with-minimum-number-of-operations,Medium,False
closest-dessert-cost,Medium,False
count-items-matching-a-rule,Easy,False
maximize-palindrome-length-from-subsequences,Hard,False
maximum-score-from-performing-multiplication-operations,Hard,False
minimum-number-of-operations-to-move-all-balls-to-each-box,Medium,False
merge-strings-alternately,Easy,False
find-total-time-spent-by-each-employee,Easy,False
count-pairs-of-nodes,Hard,False
sum-of-beauty-of-all-substrings,Medium,False
check-if-number-is-a-sum-of-powers-of-three,Medium,False
find-nearest-point-that-has-the-same-x-or-y-coordinate,Easy,False
minimum-degree-of-a-connected-trio-in-a-graph,Hard,False
minimum-limit-of-balls-in-a-bag,Medium,False
count-number-of-homogenous-substrings,Medium,False
minimum-changes-to-make-alternating-binary-string,Easy,False
the-number-of-employees-which-report-to-each-employee,Easy,False
closest-subsequence-sum,Hard,False
largest-merge-of-two-strings,Medium,False
maximum-score-from-removing-stones,Medium,False
check-if-array-is-sorted-and-rotated,Easy,False
find-followers-count,Easy,False
map-of-highest-peak,Medium,False
tree-of-coprimes,Hard,False
form-array-by-concatenating-subarrays-of-another-array,Medium,False
longest-nice-substring,Easy,False
can-you-eat-your-favorite-candy-on-your-favorite-day,Medium,False
palindrome-partitioning-iv,Hard,False
restore-the-array-from-adjacent-pairs,Medium,False
building-boxes,Hard,False
find-kth-largest-xor-coordinate-value,Medium,False
change-minimum-characters-to-satisfy-one-of-three-conditions,Medium,False
latest-time-by-replacing-hidden-digits,Easy,False
maximum-number-of-events-that-can-be-attended-ii,Hard,False
minimum-length-of-string-after-deleting-similar-ends,Medium,False
maximum-absolute-sum-of-any-subarray,Medium,False
sum-of-unique-elements,Easy,False
largest-submatrix-with-rearrangements,Medium,False
maximum-number-of-balls-in-a-box,Easy,False
number-of-rectangles-that-can-form-the-largest-square,Easy,False
minimize-hamming-distance-after-swap-operations,Medium,False
decode-xored-array,Easy,False
daily-leads-and-partners,Easy,False
count-ways-to-make-array-with-product,Hard,False
decode-xored-permutation,Medium,False
minimum-number-of-people-to-teach,Medium,False
find-the-highest-altitude,Easy,False
minimum-operations-to-make-a-subsequence,Hard,False
ways-to-split-array-into-three-subarrays,Medium,False
count-good-meals,Medium,False
maximum-units-on-a-truck,Easy,False
invalid-tweets,Easy,False
maximum-xor-with-an-element-from-array,Hard,False
find-minimum-time-to-finish-all-jobs,Hard,False
maximum-number-of-eaten-apples,Medium,False
determine-if-string-halves-are-alike,Easy,False
number-of-ways-to-reconstruct-a-tree,Hard,False
construct-the-lexicographically-largest-valid-sequence,Medium,False
maximum-score-from-removing-substrings,Medium,False
calculate-money-in-leetcode-bank,Easy,False
checking-existence-of-edge-length-limited-paths,Hard,False
jump-game-vi,Medium,False
maximum-erasure-value,Medium,False
reformat-phone-number,Easy,False
fix-names-in-a-table,Easy,False
stone-game-vii,Medium,False
partitioning-into-minimum-number-of-deci-binary-numbers,Medium,False
count-of-matches-in-tournament,Easy,False
minimum-adjacent-swaps-for-k-consecutive-ones,Hard,False
maximum-binary-string-after-change,Medium,False
average-waiting-time,Medium,False
number-of-students-unable-to-eat-lunch,Easy,False
average-time-of-process-per-machine,Easy,False
concatenation-of-consecutive-binary-numbers,Medium,False
minimum-incompatibility,Hard,False
max-number-of-k-sum-pairs,Medium,False
goal-parser-interpretation,Easy,False
minimize-deviation-in-array,Hard,False
minimum-moves-to-make-array-complementary,Medium,False
find-the-most-competitive-subsequence,Medium,False
richest-customer-wealth,Easy,False
delivering-boxes-from-storage-to-ports,Hard,False
stone-game-vi,Medium,False
sum-of-absolute-differences-in-a-sorted-array,Medium,False
count-the-number-of-consistent-strings,Easy,False
minimum-initial-energy-to-finish-tasks,Hard,False
ways-to-make-a-fair-array,Medium,False
smallest-string-with-a-given-numeric-value,Medium,False
check-if-two-string-arrays-are-equivalent,Easy,False
maximize-grid-happiness,Hard,False
determine-if-two-strings-are-close,Medium,False
minimum-operations-to-reduce-x-to-zero,Medium,False
design-an-ordered-stream,Easy,False
percentage-of-users-attended-a-contest,Easy,False
